word	paradigm_class
परसर्ग	M2
परस्त्री	F1
परहित	F3
परहेज	M2
परांत	M2
परांतकाल	M2
पराकाश	M2
पराकाष्ठा	F2
पराक्रम	M2
पराक्रमी	M3
पराग	F3
परागकेसर	M2
परागकोश	M2
पराजय	F3
पराजित	M2
पराठा	M1
परात	F3
परात्मा	M1
पराधीन	F3
पराधीनता	F2
परान्न	F3
पराभव	F3
पराभूति	F4
परामर्श	F3
पराया	M1
परार्थ	F3
परार्द्ध	F3
परावर्तन	F3
पराविद्या	F2
पराव्र्‍त्ति	F4
पराश्रय	F3
पराश्रयी	F1
पराह्ण	F3
परिंदा	M1
परिकंप	F3
परिकथा	F2
परिकर	F3
परिकर्म	F3
परिकर्मी	M3
परिकर्षण	F3
परिकलित	F3
परिकल्पन	F3
परिकल्पना	F2
परिकीर्तन	F3
परिक्रमा	F2
परिक्रय	F3
परिक्षक	M2
परिक्षण	M2
परिक्षार्थी	M3
परिक्षालन	F3
परिगणन	F3
परिग्रह	F3
परिग्रहण	F3
परिग्र्‍हीता	F2
परिघात	F3
परिघातन	F3
परिघोष	F3
परिचय	F3
परिचयपत्र	M2
परिचर	F3
परिचर्या	F2
परिचायक	M2
परिचारक	M2
परिचारिका	F2
परिचालन	F3
परिचिंतन	F3
परिचित	F3
परिच्छेद	M2
परिच्छेदक	M2
परिच्छेदन	F3
परिजन	M2
परिजल्पित	F3
परिज्ञाता	M1
परिज्ञान	F3
परिणति	F4
परिणय	F3
परिणयन	F3
परिणाम	M2
परिणामन	F3
परिणामवादी	M3
परिणामित्र	F3
परिणीता	F2
परिणेता	M1
परिणेया	F2
परिताप	F3
परितुष्टि	F4
परितोष	F3
परितोषक	F3
परितोषण	F3
परित्यक्ता	F2
परित्यजन	F3
परित्याग	F3
परित्राण	F3
परित्र्‍प्ति	F4
परिदहन	F3
परिधान	M2
परिधानकष	F3
परिधारण	F3
परिधि	F4
परिनिर्वाण	F3
परिनिव्र्‍त्ति	F4
परिनिष्ठा	F2
परिपक्वता	F2
परिपक्वावस्था	F2
परिपत्र	M2
परिपाक	F3
परिपाठी	F1
परिपालक	M2
परिपालन	F3
परिपालयिता	F2
परिपीड़न	F3
परिपूज	F3
परिपूजन	F3
परिपूरण	F3
परिपोषण	F3
परिप्रश्न	M2
परिप्राप्ति	F4
परिप्रेक्ष्य	F3
परिप्रेषण	F3
परिप्र्‍च्छा	F2
परिप्लव	F3
परिबंधन	F3
परिबाधा	F2
परिबोधन	F3
परिबोधना	F2
परिभंग	F3
परिभक्षण	F3
परिभव	F3
परिभवन	F3
परिभाव	F3
परिभावना	F2
परिभाषण	F3
परिभाषा	F2
परिभूषण	M2
परिभोग	F3
परिभ्रम	F3
परिभ्रमण	F3
परिमल	F3
परिमाण	F3
परिमार्ग	F3
परिमार्जक	M2
परिमार्जन	F3
परिमिति	F4
परिमुक्ति	F4
परिमोक्ष	F3
परिमोक्षण	F3
परियोजना	F2
परिरक्षण	F3
परिलब्धि	F4
परिलाभ	F3
परिवर्जन	F3
परिवर्त	F3
परिवर्तन	M2
परिवर्द्धन	F3
परिवहन	F3
परिवाद	M2
परिवार	M2
परिवेश	F3
परिवेषण	F3
परिवेष्टन	F3
परिव्यय	F3
परिशिष्ट	M2
परिशुद्धता	F2
परिशुद्धि	F4
परिशोध	M2
परिशोधन	F3
परिश्रम	F3
परिश्रमी	F1
परिश्रांति	F4
परिष्करण	F3
परिष्कार	F3
परिष्क्र्‍ता	F2
परिष्क्र्‍ति	F4
परिसंख्या	F2
परिसंपत्ति	F4
परिसमापन	F3
परिसमाप्ति	F4
परिसर	F3
परिसीमन	F3
परिस्थिति	F4
परिस्पंदन	F3
परिस्राव	F3
परिहरण	F3
परिहार	F3
परिहारक	M2
परिहास	F3
परी	F1
परीक्षक	M2
परीक्षण	M2
परीक्षा	F2
परीक्षाकाल	F3
परीक्षानिरीक्षक	M2
परीक्षाभवन	M2
परीक्षार्थी	M3
परीक्षाशुल्क	F3
परीभाव	F3
परुषवचन	M2
परेड	F3
परेशानी	F1
परोक्षकर	F3
परोक्षव्र्‍त्ति	F4
परोपकार	F3
परोपकारी	M3
परोपदेश	M2
पर्चा	M1
पर्जन्य	F3
पर्ण	M2
पर्णकुटी	F1
पर्णचीर	M2
पर्णनर	M2
पर्णमणि	M3
पर्णम्र्‍ग	M2
पर्णशय्या	F2
पर्दा	M1
पर्मिलन	F3
पर्यटक	M2
पर्यटन	F3
पर्यवेक्षक	M2
पर्याप्ति	F4
पर्याय	F3
पर्यालोचन	F3
पर्यालोचना	F2
पर्यावर्ण	F3
पर्व	M2
पर्वकाल	F3
पर्वत	M2
पर्वतजाल	F3
पर्वतदुर्ग	F3
पर्वतपति	M3
पर्वतमाला	F2
पर्वतराज	F3
पर्वतवासिनी	F1
पर्वतवासी	M3
पर्वतात्मज	M2
पर्वतात्मजा	F2
पर्वतारोही_दल	F3
पर्वतास्त्र	F3
पर्वतेश्वर	F3
पर्वतोद्भव	F3
पर्वतोद्भूत	F3
पर्वमूल	F3
पल	M2
पलंग	F3
पलक	F3
पलटन	F3
पलटा	M1
पलड़ा	M1
पलथी	F1
पलस्तर	F3
पलायन	F3
पलायनवाद	F3
पलायनवादी	M3
पलाश	F3
पलिसी	F1
पलीता	M1
पलॅग	M2
पलॅगपोश	M2
पल्लव	F3
पल्लवग्राहिता	F2
पल्लवग्राहिपांडित्य	F3
पल्ला	M1
पल्लिका	F2
पल्लेदार	F3
पव	M2
पवन	F3
पवनकुमार	F3
पवनचक्की	F1
पवनचक्र	F3
पवननंदन	F3
पवनपति	M3
पवनपुत्र	F3
पवनव्याधि	F4
पवनसंघात	F3
पवनात्मज	F3
पवनास्त्र	F3
पवमान	F3
पवर्ग	F3
पवित्र	F3
पवित्रता	M1
पवित्री	F1
पवित्रीकरण	F3
पवेलियन	F3
पशमीना	M1
पशु	M4
पशुचर्या	F2
पशुचिकित्सा	F2
पशुचिकित्सालय	M2
पशुता	F2
पशुधन	F3
पशुपति	M3
पशुपालक	M2
पशुपालन	F3
पशुशाला	F2
पश्चात्ताप	F3
पश्चिम	F3
पश्चिमाचल	F3
पश्यंती	F1
पसंद	F3
पसली	F1
पसा	M1
पसीना	M1
पसेरी	F1
पहचान	F3
पहनावा	M1
पहर	M2
पहरा	M1
पहरावा	M1
पहरेदार	M2
पहरेदारी	F1
पहल	F3
पहलकदमी	F1
पहलवान	M2
पहलवानी	F1
पहलू	M4
पहाड़	M2
पहाड़ा	M1
पहाड़ी	F1
पहिया	M1
पहुँच	F3
पहुनाई	F1
पहुॅच	F3
पहुॅची	F1
पहेली	F1
पांचाली	F1
पांडव	M2
पांडित्य	F3
पांडु	F5
पांडुकंबल	F3
पांडुभूम	F3
पांडुर	F3
पांडुरोग	F3
पांडुलिपि	F4
पांडुलेख	M2
पांशु	F5
पाइंट	M2
पाइप	M2
पाइलट	M2
पाई	F1
पाउडर	F3
पाक	F3
पाकक्रिया	F2
पाकनजर	F3
पाकशाला	F2
पाकेट	M2
पाकेटमार	M2
पाकेटमारी	F1
पाखंड	F3
पाखंडी	M3
पाख़ाना	M1
पाखाना	M1
पाग	F3
पागल	M2
पागलखाना	M1
पागलिनी	F1
पाग्लपन	F3
पाचन	F3
पाचनशक्ति	F4
पाजी	M3
पाजीपन	F3
पाजेब	F3
पाट	M2
पाटन	F3
पाटनक्रिया	F2
पाटल	F3
पाटव	F3
पाटी	F1
पाठ	M2
पाठक	M2
पाठन	F3
पाठशाला	F2
पाठा	M1
पाठांतर	F3
पाठ्यक्रम	M2
पाठ्यपुस्तक	F3
पाणि	M3
पाणिग्रहण	F3
पाणिग्रहीता	F2
पाणिग्र्‍हीती	F1
पाणिनि	M3
पाणिपल्लव	M2
पाणिपाद	M2
पाणिमूल	M2
पाणिरेखा	F2
पातक	M2
पातन	M2
पाताल	F3
पातालगंगा	F2
पातित्य	F3
पातिव्रत	M2
पातिव्रत्य	F3
पाती	M2
पात्र	M2
पात्रता	F2
पात्रत्व	F3
पाथ	M2
पाद	M2
पादग्रहण	F3
पादतल	M2
पादत्राण	M2
पादप	M2
पादपूर्ति	F4
पादप्रहार	M2
पादभाग	M2
पादमुद्रा	F2
पादरषण	M2
पादरी	M3
पादशाही	F1
पादांगुलि	F4
पादांगुष्ठ	F3
पादांबु	M4
पादाघात	M2
पादारविंद	M2
पादावसेचन	M2
पादुका	F2
पादोदक	M2
पान	M2
पानदान	M2
पानपत्ता	M1
पानफूल	M2
पानसुपारी	F1
पानी	M3
पाप	M2
पापकर्म	M2
पापकारक	M2
पापक्षय	M2
पापड़	M2
पापनाशिनी	F1
पापपुरुष	M2
पापयोनि	F4
पापरोग	M2
पापलोक	M2
पापा	M1
पापाचार	F3
पापाधम	F3
पापानुबंध	F3
पापी	M3
पाबंद	F3
पाबंदी	F1
पायदान	M2
पायदारी	F1
पायल	F3
पाया	M1
पार	F3
पारखी	M3
पारगामी	M3
पारण	F3
पारणा	F2
पारदर्शिता	F2
पारदारिक	F3
पारपत्र	F3
पारस	M2
पारसी	M3
पारस्परिक	F3
पारा	M1
पारायण	F3
पारिजात	F3
पारितोषिक	F3
पारिमांडल्य	F3
पारिश्रमिक	F3
पारी	F1
पारुष्य	F3
पार्क	M2
पार्ट	F3
पार्टी	F1
पार्थ	F3
पार्थक्य	F3
पार्लियामेंट	F3
पार्वती	F1
पार्श्वभाग	M2
पार्श्वसूल	M2
पार्षद	F3
पार्सल	M2
पार्सलबाबू	M4
पाल	M2
पालक	M2
पालकी	F1
पालतू	M4
पालथी	F1
पालयिता	M1
पाला	M1
पालिश	F3
पालिसी	F1
पाव	M2
पावक	M2
पावकमणि	M3
पावती	F1
पावतीपत्र	F3
पावरहाउस	F3
पावरोटी	F1
पावस	F3
पाश	M2
पाशुपतास्त्र	F3
पाषाण	M2
पासपोर्ट	M2
पासबुक	M2
पासवर्ड	F3
पासा	M1
पासी	M3
पिंगला	F2
पिंजरा	M1
पिंड	M2
पिंडदान	F3
पिंडली	F1
पिक	M2
पिकनिक	F3
पिच	F3
पिचकारी	F1
पिछड़ापन	F3
पिछलगा	M1
पिछलगी	F1
पिछलग्गू	M4
पिछाड़ी	F1
पिटाई	F1
पिटारा	M1
पिट्ठू	M4
पितर	M2
पिता	M1
पितामह	M2
पितामही	F1
पित्त	M2
पित्तक्षोभ	M2
पित्तप्रकोप	M2
पित्ताशय	M2
पित्र्‍	M2
पित्र्‍कर्म	M2
पित्र्‍कल्प	M2
पित्र्‍कुल	M2
पित्र्‍क्रिया	F2
पित्र्‍गाथा	F2
पित्र्‍ग्र्‍ह	M2
पित्र्‍घात	M2
पित्र्‍तर्पण	F3
पित्र्‍तिथि	F4
पित्र्‍तीर्थ	M2
पित्र्‍देव	M2
पित्र्‍भक्ति	F4
पित्र्‍यज्ञ	M2
पित्र्‍लोक	M2
पित्र्‍वंश	M2
पित्र्‍विसर्जन	M2
पित्र्‍श्राद्ध	M2
पिन	F3
पिनाक	M2
पिनाकी	M3
पिपटारा	M1
पिपासा	F2
पिपीलिका	F2
पियक्कड़	M2
पिरामिड	M2
पिल्ला	M1
पिशाच	M2
पिशुन	M2
पिशुनता	F2
पिसाई	F1
पिसौनी	F1
पिस्ता	M1
पिस्तौल	F3
पिस्सू	M4
पिॅडली	F1
पीक	F3
पीकदान	M2
पीछा	M1
पीठ	F3
पीठी	F1
पीड़न	F3
पीड़ा	F2
पीड़ित	M2
पीढ़ा	M1
पीढ़ी	F1
पीतगंध	F3
पीतचंदन	F3
पीतपुष्पी	F1
पीतल	F3
पीतांबर	F3
पीप	F3
पीपल	M2
पीपा	M1
पीयूष	F3
पीर	F3
पील	F3
पीलपव	F3
पीलवान	F3
पीलापन	F3
पीलिया	M1
पीली	F1
पीहर	F3
पुंगीफल	F3
पुंज	F3
पुंडरीक	F3
पुंस्त्व	F3
पुआल	F3
पुकार	F3
पुखराज	F3
पुचारा	M1
पुच्छ	F3
पुच्छल	F3
पुच्छलतारा	M1
पुछल्ला	M1
पुजाई	F1
पुजापा	M1
पुजारी	M3
पुट	F3
पुट्ठा	M1
पुड़ा	M1
पुड़िया	F1
पुण्य	M2
पुण्यकर्ता	M1
पुण्यकर्म	M2
पुण्यकाल	F3
पुण्यकीर्तन	F3
पुण्यक्र्‍त्य	F3
पुण्यक्षेत्र	M2
पुण्यपुरुष	F3
पुण्यप्रताप	F3
पुण्यफल	F3
पुण्यभूमि	F4
पुण्यलोक	F3
पुण्यश्लोका	F2
पुण्योदय	F3
पुतला	M1
पुतली	F1
पुताई	F1
पुतार	F3
पुत्र	M2
पुत्रकर्म	F3
पुत्रकाम्या	F2
पुत्रकार्य	F3
पुत्रधर्म	F3
पुत्रप्रवर	F3
पुत्रभाव	F3
पुत्रलाभ	F3
पुत्रिका	F2
पुत्री	F1
पुत्रैषणा	F2
पुदीना	M1
पुद्गल	F3
पुनःपाक	F3
पुनःप्रमाद	F3
पुनःसंगम	F3
पुनःसंधान	F3
पुनःसंस्कार	M2
पुनःस्थापन	F3
पुनःस्थापना	F2
पुनरागम	F3
पुनरागमन	F3
पुनरावर्त	F3
पुनराव्र्‍त्ति	F4
पुनरीक्षण	F3
पुनरुक्ति	F4
पुनरुज्जीवन	F3
पुनरुत्थान	F3
पुनरुत्पत्ति	F4
पुनरुत्पादन	F3
पुनरुद्धार	F3
पुनर्जन्म	M2
पुनर्जन्मा	M1
पुनर्जागरण	F3
पुनर्नवा	F2
पुनर्नियुक्ति	F4
पुनर्निर्माण	F3
पुनर्भव	F3
पुनर्भू	M4
पुनर्भोग	F3
पुनर्मूल्यन	F3
पुनर्लाभ	F3
पुनर्वसु	F5
पुनर्वाद	F3
पुनर्वास	F3
पुनर्विचार	F3
पुनर्विचारन्यायाधिकरण	F3
पुनर्विचारन्यायालय	M2
पुनर्विचारप्राथी	M3
पुनर्विधायन	F3
पुनर्विभाग	F3
पुनर्विभाजन	F3
पुनर्विलोकन	F3
पुनर्विवाह	F3
पुनश्च	F3
पुनीत	F3
पुर	F3
पुरःसर	F3
पुरखा	M1
पुरजा	M1
पुरवाई	F1
पुरस्करण	F3
पुरस्कर्ता	M1
पुरस्कार	M2
पुरस्क्रिया	F2
पुराकल्प	F3
पुराण	M2
पुराणपुरुष	F3
पुराणांत	F3
पुरातत्त्व	F3
पुराना	M1
पुरी	F1
पुरीष	F3
पुरुष	M2
पुरुषज्ञान	F3
पुरुषत्व	F3
पुरुषधर्म	F3
पुरुषांतर	F3
पुरुषाधम	F3
पुरुषाधिकार	M2
पुरुषानुक्रम	F3
पुरुषायुष	F3
पुरुषार्थ	F3
पुरुषार्थी	F1
पुरुषोत्तम	F3
पुरुषोत्तममास	F3
पुरूष	M2
पुरोधा	F2
पुरोहित	M2
पुरोहिततंत्र	F3
पुरोहिताई	F1
पुर्जा	M1
पुर्षांग	F3
पुल	M2
पुलक	F3
पुलटिस	F3
पुलाव	F3
पुलिंदा	M1
पुलिस	F3
पुलिसकर्मी	M3
पुलिसकार्यवाई	F1
पुलिसमैन	M2
पुलिसराज	F3
पुश्त	F3
पुष्कर	F3
पुष्करिणी	F1
पुष्टई	F1
पुष्टता	F2
पुष्टि	F4
पुष्टिमार्ग	F3
पुष्प	M2
पुष्पकाल	F3
पुष्पकेतन	F3
पुष्पग्रथन	F3
पुष्पचयन	F3
पुष्पजीवी	M3
पुष्पद्रव	F3
पुष्पधन्वा	M1
पुष्पध्वज	F3
पुष्परचन	F3
पुष्पांजलि	F4
पुष्पायुध	F3
पुष्पिणी	F1
पुष्य	F3
पुष्ययोग	F3
पुस्तक	F3
पुस्तकाध्यक्ष	M2
पुस्तकालय	F3
पूछ	F3
पूछ्ताछ	F3
पूजन	F3
पूजा	F2
पूज्य	F3
पूड़ी	F1
पूत	M2
पूति	F4
पूरववर्ती	F1
पूरी	F1
पूर्णता	F2
पूर्णमासी	F1
पूर्णांक	M2
पूर्ति	F4
पूर्व	F3
पूर्वकर्म	M2
पूर्वकाल	M2
पूर्वज	M2
पूर्वजन्म	M2
पूर्वजन्मा	M1
पूर्वजा	F2
पूर्वज्ञान	M2
पूर्वता	F2
पूर्ववतिता	F2
पूर्वानुमान	M2
पूर्वाभिषेक	F3
पूर्वाभ्यास	F3
पूर्वार्द्ध	F3
पूर्वाश्रम	F3
पूर्वाह्ण	F3
पूर्वोदाहरण	M2
पूर्वोपाय	M2
पूष	F3
पूस	F3
पूॅछ	F3
पूॅजी	F1
पूॅजीदार	F3
पूॅजीपति	M3
पूॅजीवाद	F3
पूॅजीवादी	M3
पॅच	M2
पॅसरहट्टा	M1
पेंग	F3
पेंट	M2
पेंटर	M2
पेंटिंग	F3
पेंडुलम	F3
पेंदा	M1
पेंशन	F3
पेंसिल	F3
पेकिंग	F3
पेग	M2
पेच	M2
पेचकश	F3
पेचकस	M2
पेचिश	F3
पेचीदगी	F1
पेट	M2
पेटंट	M2
पेटपूजा	F2
पेटी	F1
पेटीकोट	M2
पेटू	M4
पेटेंट	F3
पेट्रोल	F3
पेठा	M1
पेड़	M2
पेड़ा	M1
पेन	F3
पेन्सन	F3
पेन्सिल	F3
पेपर	M2
पेपरमिल	F3
पेपरवेट	M2
पेय	F3
पेयजल	M2
पेवेलियन	F3
पेश	F3
पेशकश	F3
पेशकार	M2
पेशकारी	F1
पेशगी	F1
पेशवा	M1
पेशा	M1
पेशाब	F3
पेशाबख़ाना	M1
पेशी	F1
पेॅग	F3
पेॅदा	M1
पेॅदी	F1
पैंट	M2
पैंतालीस	M2
पैंतिस	M2
पैंसठ	M2
पैकिंग	F3
पैकेट	M2
पैगंबर	F3
पैग़ाम	F3
पैग़ामी	M3
पैडल	M2
पैड़	M2
पैड़ी	F1
पैतरा	M1
पैदल	M2
पैदाइश	F3
पैदाइशी	F1
पैदावार	F3
पैबंद	M2
पैमाइश	F3
पैमाना	M1
पैर	M2
पैरगाड़ी	F1
पैरवी	F1
पैराग्राफ	F3
पैराशूट	M2
पैशाची	F1
पैसा	M1
पैसेंजर	F3
पैसेंजरगाड़ी	F1
पैसेवाला	M1
पॉपस्टार	M2
पॉलिसी	M3
पोखरा	M1
पोखरी	F1
पोटली	F1
पोटाश	F3
पोतघाट	M2
पोतड़ा	M1
पोतधारी	M3
पोतध्वज	M2
पोतभंग	F3
पोतवाह	F3
पोता	M1
पोती	F1
पोथा	M1
पोथी	F1
पोदीना	M1
पोल	F3
पोशाक	F3
पोषकतत्व	M2
पोषण	F3
पोषणविद्	M2
पोषाहार	M2
पोषिका	F2
पोषिता	F2
पोष्यपुत्र	M2
पोष्यवर्ग	F3
पोष्यसुत	M2
पोस्ट	M2
पोस्टआफिस	M2
पोस्टकार्ड	M2
पोस्टबाक्स	M2
पोस्टबैग	M2
पोस्टमार्क	F3
पोस्टमास्टर	M2
पोस्टमैन	M2
पोस्टर	M2
पोस्टलआर्डर	M2
पोस्टलगाइड	F3
पौंड	M2
पौआ	M1
पौत्री	F1
पौध	M2
पौधघर	M2
पौधा	M1
पौनःपुन्य	F3
पौना	M1
पौरुष्य	F3
पौरोहित्य	F3
पौर्णमासी	F1
पौर्णमास्य	F3
पौर्वापर्य	F3
पौष्करिणी	F1
पौष्कल्य	F3
प्याज	M2
प्यादा	M1
प्यार	F3
प्यारा	M1
प्याला	M1
प्यास	F3
प्यासा	M1
प्रकंप	F3
प्रकट	F3
प्रकटन	F3
प्रकटीकरण	F3
प्रकटीभवन	F3
प्रकरण	M2
प्रकर्ष	F3
प्रकर्षक	F3
प्रकर्षण	F3
प्रकल्पना	F2
प्रकांड	F3
प्रकार	M2
प्रकाश	F3
प्रकाशक	M2
प्रकाशकर्ता	M1
प्रकाशन	F3
प्रकाशनाधिकार	M2
प्रकाशनोद्घाटन	F3
प्रकाशपरावर्तक	M2
प्रकाशप्रक्षेपक	F3
प्रकाशवर्ष	M2
प्रकाशवियोग	F3
प्रकाशसंयोग	F3
प्रकाशस्तंभ	M2
प्रकाशिकी	F1
प्रकीर्णक	F3
प्रकीर्ति	F4
प्रकोप	F3
प्रकोपन	F3
प्रकोष्ठ	M2
प्रकोष्ठक	F3
प्रक्रिया	F2
प्रक्र्‍ति	F4
प्रक्र्‍तिपुरुष	F3
प्रक्र्‍तिमंडल	F3
प्रक्र्‍तिलय	F3
प्रक्र्‍तिवाद	F3
प्रक्र्‍ष्टता	F2
प्रक्षालन	F3
प्रक्षालयिता	F2
प्रक्षेप	F3
प्रक्षेपण	F3
प्रखरता	F2
प्रख्याति	F4
प्रख्यान	M2
प्रख्यापन	F3
प्रगति	F4
प्रगल्भता	F2
प्रगल्भा	F2
प्रग्रह	F3
प्रघोष	F3
प्रचंड	F3
प्रचरण	F3
प्रचलन	F3
प्रचायक	M2
प्रचायिका	F2
प्रचार	F3
प्रचारक	M2
प्रचारकार्य	F3
प्रचालन	F3
प्रचुरता	F2
प्रचेता	M1
प्रचोदक	M2
प्रचोदन	F3
प्रच्छद	F3
प्रच्छादक	M2
प्रच्छादन	F3
प्रजन	M2
प्रजनक_रिऐक्टर	F3
प्रजनन	F3
प्रजनयिता	M1
प्रजल्पन	F3
प्रजा	F2
प्रजागर	F3
प्रजातंतु	M4
प्रजातंत्र	F3
प्रजाता	F2
प्रजाति	F4
प्रजाध्यक्ष	F3
प्रजापति	M3
प्रजापालक	M2
प्रजापालन	F3
प्रजाहित	F3
प्रज्ञता	F2
प्रज्ञप्ति	F4
प्रज्ञा	F2
प्रज्ञाचक्षु	M4
प्रज्ञान	F3
प्रज्ञापन	F3
प्रज्ञावाद	F3
प्रज्वालन	F3
प्रण	M2
प्रणति	F4
प्रणप्यारा	M1
प्रणमन	F3
प्रणय	F3
प्रणयकलह	F3
प्रणयकोप	F3
प्रणयन	F3
प्रणयभंग	F3
प्रणयवचन	M2
प्रणयिता	F2
प्रणयिनी	F1
प्रणाम	F3
प्रणायक	F3
प्रणाली	F1
प्रणाश	F3
प्रणाशन	F3
प्रणिधान	F3
प्रणिनाद	F3
प्रणीता	F2
प्रणेता	M1
प्रतर्क	F3
प्रतर्दन	F3
प्रताड़ना	F2
प्रताप	F3
प्रतारक	M2
प्रतारण	F3
प्रतारणा	F2
प्रति	M3
प्रतिकर	F3
प्रतिकर्ता	M1
प्रतिकर्म	F3
प्रतिकार	F3
प्रतिकूल	F3
प्रतिकूलवाद	F3
प्रतिकूला	F3
प्रतिकूलाक्षर	F3
प्रतिक्रिया	F2
प्रतिक्र्‍ति	F4
प्रतिग्रह	F3
प्रतिग्रहण	F3
प्रतिग्रही	M3
प्रतिग्रहीता	M1
प्रतिग्राह	F3
प्रतिग्राहक	F3
प्रतिघात	F3
प्रतिघातन	F3
प्रतिघाती	M3
प्रतिजन्म	F3
प्रतिजल्प	F3
प्रतिजागरण	F3
प्रतिजीवन	F3
प्रतिजैविकी	M3
प्रतिज्ञा	F2
प्रतिज्ञांतर	F3
प्रतिज्ञान	F3
प्रतिज्ञापत्र	M2
प्रतिज्ञापालन	F3
प्रतिज्ञाभंग	F3
प्रतिद्वंद्व	F3
प्रतिद्वंद्विता	F2
प्रतिद्वंद्वी	M3
प्रतिध्वनि	F4
प्रतिनिधि	M3
प्रतिनिधित्व	F3
प्रतिनिनाद	F3
प्रतिनियुक्ति	F4
प्रतिनिश्चय	F3
प्रतिपक्ष	F3
प्रतिपक्षता	F2
प्रतिपक्षी	M3
प्रतिपति	F4
प्रतिपत्रक	F3
प्रतिपदा	F2
प्रतिपादन	F3
प्रतिपादयिता	F2
प्रतिपालक	F3
प्रतिपालन	F3
प्रतिपीड़न	F3
प्रतिपुरुष	F3
प्रतिपूजन	F3
प्रतिप्रदान	F3
प्रतिप्रश्न	F3
प्रतिप्रसव	F3
प्रतिप्रहार	F3
प्रतिफल	F3
प्रतिबंध	M2
प्रतिबंधक	M2
प्रतिबद्ध	M2
प्रतिबद्धता	F2
प्रतिबिंब	M2
प्रतिबिंबन	F3
प्रतिबोध	F3
प्रतिबोधन	F3
प्रतिभट	F3
प्रतिभा	F2
प्रतिभूति	F4
प्रतिमल्ल	F3
प्रतिमा	F2
प्रतिमान	M2
प्रतिमूर्ति	F4
प्रतियत्न	F3
प्रतियोगिता	F2
प्रतियोगी	M3
प्रतिरक्रात्मक	F3
प्रतिरक्षण	F3
प्रतिरक्षा	F2
प्रतिरोध	F3
प्रतिरोधी	M3
प्रतिलक्षण	M2
प्रतिलब्धि	F4
प्रतिलाभ	F3
प्रतिलिपि	F4
प्रतिलेखन	F3
प्रतिवक्ता	M1
प्रतिवचन	F3
प्रतिवातक	F3
प्रतिवाद	F3
प्रतिवादिता	F2
प्रतिवादी	M3
प्रतिवारण	F3
प्रतिविंबन	F3
प्रतिवेदन	F3
प्रतिशत	F3
प्रतिशुल्क	F3
प्रतिशोध	F3
प्रतिश्रुति	F4
प्रतिषेध	F3
प्रतिषेधक	M2
प्रतिष्ठा	F2
प्रतिष्ठान	M2
प्रतिष्ठापत्र	M2
प्रतिष्ठित	M2
प्रतिसंधान	F3
प्रतिस्थापन	F3
प्रतिस्नेह	F3
प्रतिस्पंदन	F3
प्रतिस्पर्द्धा	F2
प्रतिस्पर्द्धी	M3
प्रतिहार	F3
प्रतिहारी	M3
प्रतीक	F3
प्रतीक्षा	F2
प्रतीक्षालय	M2
प्रतीत	F3
प्रतीति	F4
प्रत्यंचा	F2
प्रत्यक्षज्ञान	F3
प्रत्यक्षता	F2
प्रत्यक्षप्रमा	F2
प्रत्यक्षप्रमाण	F3
प्रत्यक्षीकरण	F3
प्रत्यगक्ष	F3
प्रत्यगाशा	F2
प्रत्यग्रथ	F3
प्रत्यनीक	F3
प्रत्यनुमान	F3
प्रत्यभिज्ञा	F2
प्रत्यभिज्ञान	F3
प्रत्यय	M2
प्रत्यर्पण	F3
प्रत्यवरोधन	F3
प्रत्यवसान	F3
प्रत्यवाय	F3
प्रत्याख्यान	F3
प्रत्यायन	F3
प्रत्यारोप	M2
प्रत्यावर्त्तन	F3
प्रत्यावेदन	F3
प्रत्यासत्ति	F4
प्रत्याहरण	F3
प्रत्याहार	F3
प्रत्याह्वयन	F3
प्रत्युक्ति	F4
प्रत्युज्जीवन	F3
प्रत्युत्तर	F3
प्रत्युत्थान	F3
प्रत्युदाहरण	F3
प्रत्युपकार	F3
प्रथमकल्प	F3
प्रथमकल्पिक	F3
प्रथमकारक	F3
प्रथमदर्शन	F3
प्रथमपुरुष	F3
प्रथमप्रसूता	F2
प्रथमयौवन	F3
प्रथमरात्र	F3
प्रथमवय	F3
प्रथमा	F2
प्रथमाश्रम	F3
प्रथमोपचार	F3
प्रथमोपचारकेंद्र	M2
प्रथा	F2
प्रदक्षिण	F3
प्रदक्षिणा	F2
प्रदर्शक	M2
प्रदर्शन	M2
प्रदर्शनकारी	M3
प्रदर्शनालय	M2
प्रदर्शनी	F1
प्रदाता	M1
प्रदान	F3
प्रदाय	F3
प्रदीप	M2
प्रदीपन	F3
प्रदूषण	F3
प्रदेश	M2
प्रदोष	M2
प्रद्योत	M2
प्रद्योतन	M2
प्रधान	M2
प्रधानकार्यालय	F3
प्रधानता	F2
प्रधानमंत्री	M3
प्रधानांग	M2
प्रधानाचार्य	M2
प्रनायक	M2
प्रपंच	M2
प्रपंचन	M2
प्रपंचबुद्धि	F4
प्रपतन	F3
प्रपत्र	M2
प्रपन्नपारिजात	F3
प्रपात	M2
प्रपितामह	F3
प्रपितामही	F1
प्रपीड़क	M2
प्रपीड़न	M2
प्रपौत्र	M2
प्रपौत्री	F1
प्रफुल्लता	F2
प्रबंध	M2
प्रबंधक	M2
प्रबंधकर्ता	M1
प्रबंधसंचालक	M2
प्रबंधसंपादक	M2
प्रबंधसमिति	F4
प्रबन्ध	M2
प्रबलता	F2
प्रबाधन	M2
प्रबाल	M2
प्रबोध	M2
प्रबोधन	M2
प्रबोधिनी	F1
